Known As,Full Name,Overall,Value(in Euro),Positions Played,Best Position,Nationality,Age,Club Name
D. Valdés,Diego Valdés,61,220000,GK,GK,Venezuela,29,Deportivo Táchira FC
K. McIntosh,Kendall McIntosh,61,230000,GK,GK,United States,28,Sporting Kansas City
Lee Kang Hyeon,Kang Hyeon Lee,61,625000,"CDM,CM,CB",CDM,Korea Republic,23,Incheon United FC
L. Richardson,Lewis Richardson,61,775000,ST,ST,England,19,Grimsby Town
T. Ojeda,Thiago Ezequiel Ojeda,61,850000,"ST,RM,LM",ST,Argentina,19,Villarreal Club de Fútbol B
A. Douiri,Achraf Douiri,61,700000,RB,RM,Netherlands,22,FC Volendam
Gan Rui,Rui Gan,61,70000,"RWB,CB",RWB,China PR,37,Chengdu Rongcheng F.C.
G. Vagiannidis,Georgios Vagiannidis,61,750000,RB,RB,Greece,20,Panathinaikos FC
S. Foley,Sam Foley,61,130000,"CM,CDM",CM,Republic of Ireland,35,Barrow
A. Sanaia,Amiran Sanaia,61,210000,"CB,LWB",CB,Georgia,32,Rodez Aveyron Football
A. Prado,Axel Prado,61,725000,"CB,LB",CB,Uruguay,19,Liverpool Fútbol Club
N. Soria,Nahuel Soria,61,725000,ST,ST,Uruguay,20,Liverpool Fútbol Club
S. Szota,Serafin Szota,61,675000,CB,CB,Poland,23,Widzew Łódź
A. Ranacher,Alexander Ranacher,61,525000,"RM,CM,RB",RWB,Austria,23,WSG Tirol
J. Reeves,Jake Reeves,61,325000,"CM,CDM",CAM,England,29,Stevenage
T. González,Tomás González,61,775000,ST,ST,Argentina,19,Unión de Santa Fe
H. Gjesdal,Henrik Gjesdal,61,300000,CB,CB,Norway,28,Kristiansund BK
E. Chapman,Ellis Chapman,61,725000,CM,LM,England,21,Cheltenham Town
Borja Llarena,Borja Llarena Barroso,61,725000,"ST,RW,LW",ST,Spain,23,CD Tenerife
K. Skjærstein,Knut-André Skjærstein,61,325000,GK,GK,Norway,26,Lillestrøm SK
D. Cosgun,Denizcan Cosgun,61,725000,"CAM,CF,ST",ST,Austria,20,SV Ried
L. Skraback,Luiz Skraback,61,700000,LM,RM,Germany,19,Borussia Mönchengladbach
C. O'Toole,Connor O'Toole,61,425000,LB,LWB,Australia,24,Sydney FC
A. Georgiou,Anthony Georgiou,61,400000,LB,LB,Cyprus,25,Leyton Orient
A. Sagna,Amadou Sagna,61,725000,"RM,LM,ST",RM,Senegal,23,Chamois Niortais Football Club
F. Winther,Felix Vrede Winther,61,725000,"CM,CF",CDM,Denmark,22,Tromsø IL
J. Farrell,Jacob Farrell,61,600000,LB,LB,Australia,19,Central Coast Mariners
E. Pierozzi,Edoardo Pierozzi,61,675000,"RB,RM",RB,Italy,20,Palermo
A. Ifeadigo,Affamefuna Ifeadigo,61,400000,"ST,LW",ST,Germany,25,VfB Oldenburg
Liang Xueming,Xueming Liang,61,375000,"CAM,LM",CAM,China PR,26,Meizhou Hakka
D. Kelly,Dan Kelly,61,375000,RM,RM,Republic of Ireland,26,Dundalk FC
M. Sangaré,Mustapha Sangaré,61,500000,ST,ST,France,23,Amiens SC
F. D'Onofrio,Francesco D'Onofrio,61,240000,"RWB,LWB",RWB,Belgium,31,Seraing
I. Koutsoupias,Ilias Koutsoupias,61,725000,"CM,CDM",CM,Greece,21,Benevento
Cao Yongjing,Yongjing Cao,61,400000,"LM,ST",RM,China PR,25,Beijing Guoan FC
R. Priso,Ralph Priso,61,725000,"CDM,CM",CB,Canada,19,Colorado Rapids
S. Nwankwo,Silas Nwankwo,61,775000,ST,ST,Nigeria,18,Mjällby AIF
M. Al Rashidi,Mukhair Al Rashidi,61,700000,"RB,CB",RB,Saudi Arabia,23,Al Fayha
N. Figueroa,Nicolás Figueroa,61,800000,ST,ST,Peru,20,FBC Melgar
A. Dia Ndiaye,Amadou Dia Ndiaye,61,750000,"ST,LM,RM",ST,Senegal,22,FC Metz
S. Davi,Simone Davi,61,625000,LB,LB,Italy,22,Südtirol
Ahn Yong Woo,Yong Woo Ahn,61,275000,"LWB,LM",LM,Korea Republic,30,Daegu FC
W. McDonald,Wes McDonald,61,400000,"LW,RW",LW,England,25,Hartlepool United
H. Kyprianou,Hector Kyprianou,61,725000,"CM,CDM",CAM,Cyprus,21,Peterborough United
A. Odubeko,Ademipo Odubeko,61,850000,ST,ST,Republic of Ireland,19,Port Vale
J. Lankester,Jack Lankester,61,725000,RM,CAM,England,22,Cambridge United
R. Schneider,Randy Schneider,61,800000,CAM,CAM,Switzerland,20,FC St. Gallen 1879
Rafael Fernandes,Rafael Tavares Gomes Fernandes,61,675000,CB,CB,Portugal,20,FC Arouca
N. Maher,Niall Maher,61,350000,CB,CB,England,26,Grimsby Town
C. Lucumí,Carlos Lucumí,61,750000,ST,ST,Colombia,22,Deportivo Cali
R. Lewis,Rico Lewis,61,1000000,RB,RB,England,17,Manchester City
Kim Dae Gyeong,Dae Gyeong Kim,61,325000,"RM,LM,LB",RM,Korea Republic,30,Incheon United FC
C. Horgan,Colm Horgan,61,325000,RB,RB,Republic of Ireland,27,Sligo Rovers
N. Hug,Nico Hug,61,475000,"LWB,LM",LWB,Germany,23,Hallescher FC
O. Faraj,Omar Faraj,61,725000,ST,ST,Sweden,20,Degerfors IF
C. Rojas,Carlos Augusto Rojas,61,875000,"LB,LWB",LB,Venezuela,18,Deportivo La Guaira FC
R. Horj,Răzvan Horj,61,425000,CB,CB,Romania,26,Petrolul Ploiești
S. Șerban,Sorin Șerban,61,700000,LB,LB,Romania,22,FCSB (Steaua)
M. Gómez,Marcos Gómez,61,850000,CM,CDM,Paraguay,20,Club Olimpia
S. Nilsen,Simen Vidtun Nilsen,61,650000,GK,GK,Norway,22,Sarpsborg 08 FF
M. Virtue,Matty Virtue,61,475000,"CM,CDM",CDM,England,25,Lincoln City
D. Iapichino,Dennis Iapichino,61,240000,LB,LB,Switzerland,31,FC Sion
L. Breunig,Louis Breunig,61,725000,"LB,CB,CDM",CB,Germany,18,1. FC Nürnberg
A. Ioniță,Adrian Ioniță,61,475000,LB,LB,Romania,22,AFC Chindia Târgoviște
R. Mukiibi,Ronald Mukiibi,61,275000,"CB,RB",CB,Uganda,30,Degerfors IF
S. Vargas,Sebastián Vargas,61,725000,"LM,LB",LM,Paraguay,20,Club Nacional
V. Morar,Vlad Morar,61,325000,ST,ST,Romania,28,FC Farul Constanța
Moon Ji Hwan,Ji Hwan Moon,61,325000,"CDM,CB",CB,Korea Republic,27,Sangju Sangmu FC
Elione Fernandes,Elione Fernandes Neto,61,700000,CDM,CDM,Portugal,16,Fortuna Düsseldorf
B. Sánchez,Braian Sánchez,61,325000,"LM,CAM",LM,Argentina,29,Arsenal de Sarandí
E. Mahmoud,Elies Mahmoud,61,800000,LM,RM,France,21,Le Havre AC
I. Suárez,Ignacio Suárez,61,625000,GK,GK,Uruguay,20,Club Nacional de Football
M. Ziereis,Markus Ziereis,61,325000,"ST,CAM",ST,Germany,29,SpVgg Bayreuth
K. Bonnevie,Kayne Bonnevie,61,700000,GK,GK,France,20,Olympique Lyonnais
A. Tsilingiris,Apostolos Tsilingiris,61,650000,GK,GK,Greece,21,APOEL Nicosia FC
Bai Yuefeng,Yuefeng Bai,61,100000,"RB,RM,LB",RB,China PR,35,Tianjin Jinmen Tiger FC
Recasens,Lluís Recasens Vives,61,750000,CB,CB,Spain,20,RCD Espanyol de Barcelona
S. Baş,Sadık Baş,61,300000,"RB,RM",RB,Turkey,28,Atakaş Hatayspor
G. Bentil,Godwin Bentil,61,750000,ST,ST,Ghana,21,Chamois Niortais Football Club
Diego Pampín,Diego Varela Pampín,61,700000,"LB,LM",LB,Spain,22,FC Andorra
D. Leahy,Darragh Leahy,61,425000,LB,LWB,Republic of Ireland,24,Dundalk FC
E. Batalla,Emerson Batalla,61,800000,"RW,LW",RW,Colombia,21,Patronato
L. Colmenarez,Luis Colmenarez,61,170000,"RB,LB",RB,Venezuela,33,Metropolitanos de Caracas FC
A. Al Shammari,Abdulmalek Al Shammari,61,350000,"LB,LM",LM,Saudi Arabia,26,Al Raed
Zhou Tong,Tong Zhou,61,250000,"LM,LWB",LM,China PR,32,Tianjin Jinmen Tiger FC
T. Perry,Taylor Perry,61,800000,"CAM,CM",CAM,England,20,Cheltenham Town
R. Ciervo,Riccardo Ciervo,61,725000,RW,CAM,Italy,21,Frosinone
N. Zografakis,Nikos Zografakis,61,725000,"LW,RW",CAM,Greece,22,Sportclub Verl
S. Adjei,Simon Karlsson Adjei,61,325000,ST,ST,Sweden,28,Varbergs BoIS FC
E. Taborga,Enrique Taborga,61,675000,"LB,LM",LB,Bolivia,20,Club Always Ready
A. Coote,Ali Coote,61,500000,"CAM,RM",CAM,Scotland,24,Bohemian FC
T. Civeja,Tim Civeja,61,775000,CM,CM,Germany,20,FC Ingolstadt 04
W. Kamanzi,Warren Kamanzi,61,700000,"RWB,LWB",RWB,Norway,21,Tromsø IL
S. McKinstry,Stuart McKinstry,61,850000,"RM,LM,CAM",RM,Scotland,19,Motherwell
K. Bağış,Kağan Miray Bağış,61,525000,RW,ST,Turkey,24,İstanbulspor
J. Wulff,Jannes Wulff,61,725000,"CAM,CM",CAM,Germany,22,VfL Osnabrück
A. Moustafa,Abdelrahman Moustafa,61,0,"RW,LW",RM,Qatar,25,Free agent
T. Tormin,Tyrone Tormin,61,800000,"RM,LM",RM,France,21,Chamois Niortais Football Club
T. Gallacher,Tony Gallacher,61,700000,LWB,LWB,Scotland,22,St. Johnstone FC
E. Gültekin,Emir Kaan Gültekin,61,725000,LM,RM,Turkey,21,İstanbulspor
Fábio Ronaldo,Fábio Ronaldo Costa Conceição,61,725000,"LW,RW",ST,Portugal,21,Rio Ave FC
J. Armer,Jack Armer,61,700000,"LWB,LB",LWB,Scotland,21,Carlisle United
D. Ríos,Daniel Ríos,61,375000,ST,ST,Mexico,27,Charlotte FC
Guilherme,Guilherme da Silva,61,475000,CB,CB,Brazil,21,GD Chaves
L. Delpech,Léon Delpech,61,700000,"CM,CAM",CM,France,19,Nîmes Olympique
Gonçalo Pinto,Gonçalo Pinto,61,425000,GK,GK,Portugal,22,GD Chaves
J. Grodowski,Joel Grodowski,61,525000,"LW,RW,ST",ST,Germany,24,Sportclub Verl
Iván Gil,Iván Gil Calero,61,725000,"CAM,CM,LM",CAM,Spain,22,FC Andorra
A. Diallo,Amadou Diallo,61,325000,"LW,ST",LW,Guinea,28,FK Jerv
K. O'Hara,Kieran O'Hara,61,300000,GK,GK,Republic of Ireland,26,Colchester United
H. Opsahl,Halvor Rødølen Opsahl,61,725000,CB,CB,Norway,19,Hamarkameratene
S. Bose,Subhasish Bose,61,350000,"LB,LM",LB,India,26,ATK Mohun Bagan FC
S. Gavriel,Stavros Gavriel,61,0,"LW,RW",CAM,Cyprus,20,Free agent
B. Unger,Bernhard Unger,61,550000,GK,GK,Austria,23,SK Rapid Wien
L. Bucca,Leonel Bucca,61,525000,CM,CAM,Argentina,23,Unión de Santa Fe
J. Rich-Baghuelou,Jay Rich-Baghuelou,61,700000,"CB,LB",CB,Australia,22,Accrington Stanley
C. Cherchez,Cristian Cherchez,61,275000,"CF,LM,CAM",CF,Romania,31,AFC Chindia Târgoviște
A. De John,Alex De John,61,220000,"CB,RB",CB,United States,31,Atlanta United
R. Kriwak,Rene Kriwak,61,725000,"ST,CF",ST,Austria,23,TSV Egger Glas Hartberg
L. Wouters,Luuk Wouters,61,475000,LWB,CB,Netherlands,23,RKC Waalwijk
V. Skjærvik,Vetle Skjærvik,61,700000,CB,CB,Norway,21,Hamarkameratene
R. Stewart,Ross Stewart,61,300000,GK,GK,Scotland,27,Heart of Midlothian
E. Lastre,Edgar Lastre,61,700000,"RB,RM,RW",RB,Ecuador,22,CS Emelec
T. Schättin,Tobias Schättin,61,400000,LB,LB,Switzerland,25,FC Winterthur
Qi Tianyu,Tianyu Qi,61,325000,"RM,RB",RM,China PR,29,Shandong Taishan
J. Manske,Johannes Manske,61,675000,ST,ST,Germany,22,SV Meppen
L. Münst,Leonhard Münst,61,775000,"CM,CAM",CM,Germany,20,FC St. Gallen 1879
T. Bradbury,Tom Bradbury,61,425000,CB,CB,England,24,Cheltenham Town
D. Pratley,Darren Pratley,61,100000,"CM,CDM",CM,England,37,Leyton Orient
D. Håkans,Daniel Håkans,61,725000,"LW,RW",RM,Finland,21,FK Jerv
J. Orozco,Jesús Orozco,61,750000,ST,ST,Venezuela,21,Deportivo Táchira FC
L. Casiani,Luis Casiani,61,675000,RB,RB,Venezuela,20,Cerro Largo Fútbol Club
Peque,Gerard Fdez. Castellano,61,700000,"LM,ST",CAM,Spain,19,Racing Santander
L. Blum,Lewin Blum,61,750000,RB,RB,Switzerland,20,BSC Young Boys
João Mendes,João Miguel Teixeira Mendes,61,700000,LB,LWB,Portugal,22,FC Porto
Jandro Orellana,Alejandro Orellana Gómez,61,700000,"CDM,CM",CDM,Spain,21,FC Andorra
L. Mazagg,Lukas Mazagg,61,625000,CB,CB,Italy,22,SV Meppen
A. Wahib,Abdelwahed Wahib,61,700000,"LB,CM",LWB,Morocco,22,Le Havre AC
D. Ndure,Dominique Ndure,61,625000,"RB,CDM,RW",RB,Germany,22,VfB Oldenburg
R. Lainton,Rob Lainton,61,160000,GK,GK,England,32,Wrexham AFC
G. Benítez,Gastón Benítez,61,675000,"CB,LB",CB,Paraguay,20,Club Nacional
A. Sylla,Abdoulaye Sylla,61,625000,"CB,RB",CB,Guinea,22,Seraing
L. Sánchez,Leonardo Sánchez,61,525000,"CM,CDM",CM,Bolivia,24,Club Deportivo Oriente Petrolero
D. Borrero,Dylan Borrero,61,800000,"RM,LM,CAM",CAM,Colombia,20,New England Revolution
S. Hilton,Sonny Hilton,61,800000,"CAM,RM",CAM,England,21,Carlisle United
A. Bhattacharya,Arindam Bhattacharya,61,160000,GK,GK,India,32,NorthEast United FC
J. Tugbenyo,Jesse Tugbenyo,61,675000,"CB,CDM,RB",CB,Germany,20,Sportclub Verl
R. Bourlès,Redwan Bourlès,61,775000,"CM,LM",CAM,France,19,FC Lorient
A. Palmer,Ash Palmer,61,275000,CB,CB,England,29,Stockport County
R. Tumilty,Reghan Tumilty,61,375000,"RWB,RB",RB,Scotland,25,Hartlepool United
A. Abqar,Abdelkabir Abqar,61,675000,CB,CB,Morocco,23,Deportivo Alavés
M. Whittaker,Morgan Whittaker,61,800000,"RW,RM",ST,England,21,Plymouth Argyle
L. González,Luis David González,61,650000,CAM,CAM,Venezuela,23,Caracas Fútbol Club
J. Ramírez,Joan Ramírez,61,625000,CDM,CAM,Colombia,22,Deportivo Cali
Pastor,David Samuel Custódio Lima,61,475000,RB,RB,Brazil,22,Portimonense SC
Abraham,Abraham Del Moral Rando,61,750000,CB,CB,Spain,20,Villarreal Club de Fútbol B
Cho Ji Hun,Ji Hun Cho,61,250000,"CM,CDM",CAM,Korea Republic,32,FC Seoul
J. Gonçalves,Jonathan Gonçalves,61,160000,CB,CB,France,33,FC Annecy
G. Garofani,Giovanni Garofani,61,825000,GK,GK,Italy,19,Juventus
J. Vale,Jack Vale,61,800000,"ST,LW",ST,Wales,21,Blackburn Rovers
F. Yıldırım,Feyzi Yıldırım,61,375000,"RB,RM",RM,Turkey,26,Kasimpaşa SK
M. Acton,Matthew Acton,61,220000,GK,GK,Australia,30,Melbourne Victory
R. Lobo,Ramiro Lobo,61,800000,"CAM,LW",CAM,Argentina,20,Club Atlético Independiente
David García,David García Hidalgo,61,750000,CM,CM,Spain,18,SD Huesca
I. Kričak,Ivan Kričak,61,400000,CB,CB,Serbia,25,Mjällby AIF
F. Borța,Florin Borța,61,475000,"RWB,RM",RWB,Romania,23,Petrolul Ploiești
R. Tulloch,Rayhaan Tulloch,61,800000,"LW,LM,ST",ST,England,21,Rochdale
M. Crocombe,Max Crocombe,61,230000,GK,GK,New Zealand,28,Grimsby Town
S. Ortíz,Sergio Fabián Ortíz,61,700000,"CDM,CM",CDM,Argentina,21,Club Atlético Independiente
M. Bernatene,Mathías Bernatene,61,650000,GK,GK,Uruguay,21,Club Nacional de Football
Manu Morillo,Manuel Morillo León,61,825000,"ST,RM,LM",ST,Spain,18,Real Betis Balompié
P. Sciortino,Paolo Sciortino,61,650000,CDM,CDM,France,18,Olympique de Marseille
B. Bjarkason,Bjarki Steinn Bjarkason,61,725000,LW,CAM,Iceland,22,Venezia FC
L. Chávez,Lautaro Chávez,61,725000,"RM,LM,ST",ST,Argentina,21,Gimnasia y Esgrima La Plata
C. Kouakou,Chris Kouakou,61,725000,CM,RM,Côte d'Ivoire,22,FC Midtjylland
S. Robinson,Scott Robinson,61,325000,"ST,CM",CAM,Scotland,30,Kilmarnock
S. Mvoué,Steve Mvoué,61,850000,"CM,CDM",CAM,Cameroon,20,Seraing
A. Bernhardsson,Alexander Bernhardsson,61,525000,RW,RM,Sweden,23,IF Elfsborg
E. Hustad,Erlend Hustad,61,450000,ST,ST,Norway,25,FK Jerv
E. Celebi,Ekin Celebi,61,700000,"LB,CB",CB,Germany,22,Hannover 96
Jin Pengxiang,Pengxiang Jin,61,210000,"CB,RB",CB,China PR,32,Beijing Guoan FC
M. Biereth,Mika Biereth,61,925000,ST,ST,Denmark,19,RKC Waalwijk
A. Simarra,Alfonso Simarra,61,700000,CB,CB,Colombia,21,Junior FC
M. Kikkenborg,Mads Kikkenborg,61,650000,GK,GK,Denmark,22,Lyngby BK
Oh In Pyo,In Pyo Oh,61,425000,"RM,RB",ST,Korea Republic,25,Ulsan Hyundai FC
J. Jones,James Jones,61,375000,CM,CAM,Scotland,26,Wrexham AFC
J. Moreno,Joiner Moreno,61,725000,"RM,RW",RM,Colombia,21,La Equidad
M. Benita,Mimeirhel Benita,61,800000,"RB,RW",RM,Netherlands,18,Feyenoord
I. Burnea,Ionuț Burnea,61,300000,"LWB,CB",CB,Romania,29,CS Mioveni
Ł. Zjawiński,Łukasz Zjawiński,61,800000,ST,ST,Poland,20,Widzew Łódź
D. Williams,Dylan Williams,61,725000,"LWB,LB",LWB,England,18,Chelsea
H. El Kaouakibi,Hamza El Kaouakibi,61,475000,RB,CB,Morocco,24,Benevento
M. Könnecke,Mike Könnecke,61,200000,"CM,CDM",RM,Germany,33,FSV Zwickau
M. Maglica,Matej Maglica,61,675000,CB,CB,Croatia,23,FC St. Gallen 1879
Liu Ruofan,Ruofan Liu,61,725000,"ST,RM",CAM,China PR,23,Shanghai Shenhua FC
R. Damus,Ronaldo Damus,61,750000,ST,ST,Haiti,22,GIF Sundsvall
F. Clarke,Flynn Clarke,61,775000,CAM,CAM,England,19,Norwich City
J. van Mullem,Jeremy van Mullem,61,675000,"CDM,CM",CB,Netherlands,23,Sparta Rotterdam
E. Lindell,Erik Lindell,61,350000,"RB,RM",RWB,Sweden,26,Degerfors IF
J. Romero,José David Romero,61,775000,ST,ST,Argentina,19,Club Atlético Talleres
U. Ewolo,Ulrich Donovan Ewolo,61,375000,"RM,ST",ST,Cameroon,26,Zhejiang Professional FC
S. Diaby,Souleymane Diaby,61,700000,LB,LB,Côte d'Ivoire,22,FC Winterthur
K. Koulierakis,Konstantinos Koulierakis,61,775000,CB,CB,Greece,18,PAOK
A. Calut,Alexandro Calut,61,750000,"LB,LWB",LWB,Belgium,19,Standard de Liège
Rodrigo Henrique,Rodrigo Santana da Silva,61,325000,"CAM,LM",RM,Brazil,28,Meizhou Hakka
del Cerro,Saúl del Cerro García,61,700000,CM,CDM,Spain,18,Burgos CF
Mikel Carro,Mikel Carro Fandiño,61,525000,CM,CDM,Spain,23,Real Valladolid CF
A. Nilsson,Aleksander D. Nilsson,61,775000,CM,CM,Sweden,19,Sandefjord Fotball
G. Holohan,Gavan Holohan,61,325000,"CM,CDM",CM,Republic of Ireland,30,Grimsby Town
G. Gambetta,Giacomo Gambetta,61,400000,GK,GK,Peru,23,Sport Boys
J. Devitt,Jamie Devitt,61,275000,"CAM,CM",CAM,Republic of Ireland,31,Carlisle United
A. Roncaglia,Anthony Roncaglia,61,625000,CDM,CB,France,22,SC Bastia
M. Szpakowski,Marcin Szpakowski,61,725000,"CM,CDM",CAM,Poland,20,Korona Kielce
Manu Lama,Manuel Lama Maroto,61,750000,"CB,CDM,CM",CB,Spain,21,Atlético de Madrid
C. Harkin,Ciaron Harkin,61,425000,"CM,CDM",CM,Northern Ireland,26,Derry City
A. Al Dohaim,Amaar Al Dohaim,61,275000,CB,CB,Saudi Arabia,28,Al Fateh
A. Boakye,Augustine Boakye,61,725000,"CAM,ST,RW",LM,Ghana,21,RZ Pellets Wolfsberger AC
J. Iredale,John Iredale,61,750000,ST,ST,Australia,22,SV Wehen Wiesbaden
M. Żukowski,Mateusz Żukowski,61,750000,"RB,LM",RB,Poland,20,Lech Poznań
V. Kongsro,Vegard Kongsro,61,625000,LWB,LWB,Norway,23,Hamarkameratene
Lü Peng,Peng Lü,61,220000,"CDM,CM",CB,China PR,32,Dalian Professional Football Club
R. Watson,Rory Watson,61,300000,GK,GK,England,26,Wrexham AFC
Yao Junsheng,Junsheng Yao,61,400000,"CM,CAM",CAM,China PR,26,Zhejiang Professional FC
J. Marsiglia,Jorge Marsiglia,61,675000,CB,CB,Colombia,23,Deportivo Cali
F. Correa,Fabrizio Correa,61,650000,GK,GK,Uruguay,21,Club Atlético River Plate
K. Ortiz,Kevin Ortiz,61,700000,"CDM,CM",CDM,Argentina,21,Rosario Central
E. Mason-Clark,Ephron Mason-Clark,61,525000,"ST,RM,LM",RM,England,22,Peterborough United
L. Gordon,Liam Gordon,61,625000,"LWB,LB",LWB,Guyana,23,Walsall
R. Cisterna,Rodrigo Cisterna,61,725000,"CAM,RW",CAM,Chile,20,Deportivo Ñublense
M. Tepe,Muhammet Taha Tepe,61,650000,GK,GK,Turkey,21,Trabzonspor
K. Manneh,Kalifa Manneh,61,475000,LW,LM,Gambia,23,Perugia
N. Žugelj,Nino Žugelj,61,725000,RW,LM,Slovenia,22,FK Bodø/Glimt
Song Long,Long Song,61,230000,LB,LB,China PR,32,Shandong Taishan
W. Odobert,Wilson Odobert,61,825000,LW,ST,France,17,ESTAC Troyes
S. Iyede,Samson Iyede,61,675000,ST,ST,Nigeria,24,AC Horsens
L. Ward,Lewis Ward,61,325000,GK,GK,England,25,Sutton United
J. Umerah,Josh Umerah,61,425000,ST,ST,England,25,Hartlepool United
T. Chukwuani,Tochi Chukwuani,61,775000,CM,CAM,Denmark,19,Lyngby BK
N. Collins,Nnamdi Collins,61,1000000,CB,CB,Germany,18,Borussia Dortmund
T. Shade,Tyrese Shade,61,725000,"LW,LWB",RM,Saint Kitts and Nevis,22,Swindon Town
T. Adeloye,Tomi Adeloye,61,400000,"ST,RM",ST,England,26,Swindon Town
A. Chrzanowski,Adam Chrzanowski,61,675000,"CB,LB",CB,Poland,23,Wisła Płock
S. Pabón,Steven Pabón,61,750000,"CB,RB",CB,Venezuela,20,Metropolitanos de Caracas FC
D. Prpić,Dominik Prpić,61,775000,CB,CB,Croatia,18,Hajduk Split
M. Šulek,Martin Šulek,61,475000,CB,CB,Slovakia,24,Wisła Płock
G. Fatecha,Gianlucca Fatecha,61,525000,"CM,CAM",CAM,Paraguay,24,Club Sol de América
G. Mensah,Gideon Mensah,61,625000,"RWB,RB",CB,Ghana,21,Varbergs BoIS FC
A. Chibozo,Ange Chibozo,61,850000,"CF,ST",CAM,Benin,19,Amiens SC
B. Lauwers,Barry Lauwers,61,400000,GK,GK,Netherlands,22,FC Volendam
E. Oduah,Emeka Oduah,61,800000,"LW,ST",ST,Germany,20,VfL Osnabrück
A. Aventisian,Aventis Aventisian,61,750000,LB,LB,Greece,19,Go Ahead Eagles
S. Ogie,Shadrach Ogie,61,675000,CB,CB,Republic of Ireland,20,Leyton Orient
C. Terho,Casper Terho,61,775000,"RW,LW,RM",LM,Finland,19,HJK Helsinki
G. Micle,George Micle,61,625000,GK,GK,Romania,20,Campionii FC Arges
Kim Min Jun,Min Jun Kim,61,800000,"RM,RW",LM,Korea Republic,22,Ulsan Hyundai FC
N. Ngoy,Nathan Ngoy,61,750000,"RB,CB",CB,Belgium,19,Standard de Liège
Zhang Xiuwei,Xiuwei Zhang,61,425000,"CM,CDM",CM,China PR,26,Guangzhou FC
Augusto Dabo,Julio Augusto Dabo,61,825000,LB,LB,Guinea Bissau,19,Boavista FC
B. Scholte,Ben Scholte,61,725000,"CAM,CM",CAM,Netherlands,20,FC Emmen
G. Sánchez,Gonzalo Sánchez,61,750000,ST,ST,Peru,22,FC Emmen
D. Love,Donald Love,61,325000,"RB,LB",RB,Scotland,27,Morecambe
K. Vivcharenko,Kostyantyn Vivcharenko,61,750000,LB,CDM,Ukraine,20,Dynamo Kyiv
P. Rejnhold,Philip Rejnhold,61,400000,"RB,CB",CB,Denmark,26,Helsingborgs IF
E. Tchato,Enzo Tchato,61,750000,RB,RB,Cameroon,19,Montpellier Hérault SC
C. Jander,Caspar Jander,61,700000,CM,RM,Germany,19,MSV Duisburg
A. Caprice,Amay Caprice,61,725000,RB,RB,France,17,Olympique de Marseille
A. Skipper,Anton Skipper,61,700000,CB,CB,Denmark,22,Sarpsborg 08 FF
R. Hutchinson,Reece Hutchinson,61,625000,LWB,LWB,England,22,Cheltenham Town
A. Benyahia-Tani,Aylan Benyahia-Tani,61,825000,ST,ST,France,16,Olympique de Marseille
E. Vidart,Emiliano Vidart,61,675000,"CDM,CM",CM,Uruguay,20,Montevideo Wanderers
M. Skrzypczak,Mateusz Skrzypczak,61,700000,"CB,CDM",CB,Poland,21,Jagiellonia Białystok
L. Claros,Leonardo Claros,61,550000,GK,GK,Bolivia,24,Club Always Ready
A. White,Aidy White,61,275000,"LWB,LB",LWB,Republic of Ireland,30,Rochdale
César,César Valero Álvarez,61,700000,CDM,CDM,Spain,21,UD Ibiza
Leandro Fernandes,Leandro Fernandes da Cunha,61,675000,CM,CAM,Netherlands,22,FK Jerv
A. Youssef,Ali Youssef,61,725000,"CAM,ST",CAM,Sweden,21,BK Häcken
I. Mahnashi,Ibrahim Mahnashi,61,775000,"CDM,CM,LB",CDM,Saudi Arabia,22,Ettifaq FC
C. Owens,Charlie Owens,61,525000,"CM,CAM",CM,Northern Ireland,24,Colchester United
D. Piła,Dominik Piła,61,800000,LM,CAM,Poland,21,Lechia Gdańsk
L. Amadé,Lautaro Amadé,61,650000,GK,GK,Argentina,22,Defensa y Justicia
C. Dumitru,Cristian Dumitru,61,800000,"LW,RW",RM,Romania,20,CS Mioveni
R. Ramírez,Roberto Carlos Ramírez,61,625000,CDM,CB,Paraguay,22,Club Cerro Porteño
A. Kade,Anton Kade,61,750000,"LM,ST",RM,Germany,18,FC Basel 1893
J. Duncan,Jack Duncan,61,250000,GK,GK,Australia,29,Newcastle Jets
L. Franco,Luis Franco,61,425000,GK,GK,Paraguay,22,Club Sol de América
L. Chalmers,Logan Chalmers,61,725000,"RW,LW",LM,Scotland,22,Dundee United
Ș. Blănaru,Ștefan Blănaru,61,210000,"ST,RW,LW",ST,Romania,33,CS Mioveni
Z. Elbouzedi,Zachary Elbouzedi,61,525000,RM,RM,Republic of Ireland,24,AIK
D. Wilson,Donovan Wilson,61,425000,ST,ST,England,25,Sutton United
Marco Camus,Marco Camus Muñoz,61,800000,LM,LM,Spain,20,Racing Santander
E. Bonds,Elliot Bonds,61,700000,CDM,CDM,Guyana,22,Cheltenham Town
T. White,Tom White,61,425000,"CM,CDM",CM,England,25,Barrow
M. Heinrich,Moritz Heinrich,61,450000,"LM,RM,LW",RM,Germany,24,SpVgg Bayreuth
B. Dickenson,Brennan Dickenson,61,325000,"LM,CM,LW",LM,England,29,Carlisle United
A. Alcorcel,Augusto Alcorcel,61,650000,GK,GK,Argentina,21,Platense
F. Perruzzi,Francisco Perruzzi,61,700000,CDM,CDM,Argentina,21,San Lorenzo de Almagro
